0.0852,0.6294,0.0296,0.8352,0.3023,0.5771,0.4285,0.9149
0.0852,0.6284,0.0296,0.8342,0.3023,0.5761,0.4285,0.9139
0.0852,0.6245,0.0296,0.8303,0.3023,0.5722,0.4285,0.9101
0.0852,0.6198,0.0296,0.8257,0.3023,0.5675,0.4285,0.9054
0.0852,0.6112,0.0296,0.817,0.3023,0.5589,0.4285,0.8967
0.0852,0.5997,0.0296,0.8055,0.3023,0.5474,0.4285,0.8852
0.0852,0.5855,0.0296,0.7913,0.3023,0.5332,0.4285,0.871
0.0852,0.5685,0.0296,0.7743,0.3023,0.5162,0.4285,0.854
0.0852,0.5487,0.0296,0.7545,0.3023,0.4964,0.4285,0.8342
0.0852,0.532,0.0296,0.7378,0.3023,0.4797,0.4285,0.8175
0.0852,0.5073,0.0296,0.7132,0.3023,0.455,0.4285,0.7929
0.0852,0.4799,0.0296,0.6857,0.3023,0.4276,0.4285,0.7655
0.0852,0.4497,0.0296,0.6555,0.3023,0.3974,0.4285,0.7352
0.0852,0.4167,0.0296,0.6225,0.3023,0.3644,0.4285,0.7023
0.0852,0.3902,0.0296,0.5868,0.3023,0.3287,0.4285,0.6665
0.0852,0.3523,0.0296,0.5581,0.3023,0.3,0.4285,0.6378
0.0852,0.3117,0.0296,0.5175,0.3023,0.2594,0.4285,0.5972
0.0852,0.2683,0.0296,0.4741,0.3023,0.216,0.4285,0.5538
0.0852,0.2221,0.0296,0.4279,0.3023,0.1698,0.4285,0.5076
0.0852,0.1731,0.0296,0.379,0.3023,0.1208,0.4285,0.4587
0.0852,0.1346,0.0296,0.3272,0.3023,0.096,0.4285,0.4069
0.0852,0.0949,0.0296,0.2866,0.3023,0.0969,0.4285,0.3663
0.0877,0.0964,0.0201,0.2844,0.3023,0.0978,0.4285,0.3097
0.0901,0.0974,0.0104,0.2807,0.3023,0.0984,0.4285,0.2503
0.092,0.098,0.0029,0.2771,0.2958,0.0988,0.4427,0.2336
