0.1499,0.5825,0.0338,0.8332,0.388,0.6098,0.465,0.9635
0.1499,0.5798,0.0338,0.8306,0.388,0.6072,0.465,0.9609
0.1499,0.5746,0.0338,0.8254,0.388,0.602,0.465,0.9557
0.1499,0.5667,0.0338,0.8174,0.388,0.594,0.465,0.9477
0.1499,0.5559,0.0338,0.8066,0.388,0.5833,0.465,0.937
0.1499,0.5423,0.0338,0.7931,0.388,0.5697,0.465,0.9234
0.1499,0.5304,0.0338,0.7811,0.388,0.5578,0.465,0.9115
0.1499,0.512,0.0338,0.7627,0.388,0.5393,0.465,0.893
0.1499,0.4908,0.0338,0.7415,0.388,0.5182,0.465,0.8719
0.1499,0.4668,0.0338,0.7176,0.388,0.4942,0.465,0.8479
0.1499,0.4401,0.0338,0.6908,0.388,0.4675,0.465,0.8212
0.1499,0.4106,0.0338,0.6613,0.388,0.438,0.465,0.7917
0.1499,0.3866,0.0338,0.6374,0.388,0.414,0.465,0.7677
0.1499,0.3522,0.0338,0.603,0.388,0.3796,0.465,0.7333
0.1499,0.3151,0.0338,0.5658,0.388,0.3425,0.465,0.6962
0.1499,0.2752,0.0338,0.5259,0.388,0.3025,0.465,0.6562
0.1499,0.2325,0.0338,0.4832,0.388,0.2598,0.465,0.6135
0.1499,0.1986,0.0338,0.4494,0.388,0.226,0.465,0.5797
0.1499,0.151,0.0338,0.4018,0.388,0.1784,0.465,0.5321
0.1499,0.1007,0.0338,0.3514,0.388,0.1281,0.465,0.4818
0.1499,0.1,0.0338,0.2983,0.388,0.1,0.465,0.4286
0.1499,0.1,0.0338,0.2566,0.388,0.1,0.465,0.387
0.1563,0.1,0.0166,0.24,0.388,0.1,0.465,0.329
0.1619,0.1,-0.0005,0.2205,0.3871,0.1,0.4684,0.282
0.1657,0.1,-0.0133,0.2041,0.3846,0.1,0.4786,0.276
0.1703,0.1,-0.0305,0.1798,0.3811,0.1,0.4923,0.2661
0.1748,0.1,-0.0476,0.1527,0.3777,0.1,0.5061,0.2536
0.1769,0.1,-0.0647,0.1229,0.3761,0.1,0.5201,0.2387
0.1765,0.1,-0.0824,0.0987,0.3758,0.1,0.535,0.2222
0.1762,0.1,-0.097,0.099,0.3757,0.1,0.5461,0.208
0.176,0.1,-0.1164,0.0993,0.3756,0.1,0.5609,0.1866
0.1757,0.1,-0.1357,0.0995,0.3755,0.1,0.5757,0.1625
0.1754,0.1,-0.155,0.0996,0.3755,0.1,0.5906,0.1356
0.1752,0.1,-0.1694,0.0997,0.3754,0.1,0.6017,0.1136
0.175,0.1,-0.1886,0.0998,0.3753,0.1,0.6174,0.0984
0.1747,0.1,-0.2078,0.0998,0.3752,0.1,0.6341,0.0988
0.1745,0.1,-0.2269,0.0999,0.3751,0.1,0.6507,0.0992
0.1742,0.1,-0.246,0.0999,0.375,0.1,0.6672,0.0994
0.174,0.1,-0.265,0.0999,0.3749,0.1,0.6838,0.0996
0.1737,0.1,-0.2792,0.0999,0.3748,0.1,0.6961,0.0997
0.1735,0.1,-0.2982,0.1,0.3747,0.1,0.7126,0.0998
0.1732,0.1,-0.317,0.1,0.3746,0.1,0.729,0.0998
0.1729,0.1,-0.3359,0.1,0.3745,0.1,0.7454,0.0999
0.1727,0.1,-0.3547,0.1,0.3744,0.1,0.7618,0.0999
0.1725,0.1,-0.3688,0.1,0.3743,0.1,0.7782,0.0999
0.1722,0.1,-0.3875,0.1,0.3743,0.1,0.7904,0.0999
0.1719,0.1,-0.4062,0.1,0.3742,0.1,0.8067,0.1
0.1717,0.1,-0.4202,0.1,0.3741,0.1,0.8189,0.1
0.1715,0.1,-0.4388,0.1,0.374,0.1,0.8351,0.1
0.1712,0.1,-0.4574,0.1,0.3739,0.1,0.8513,0.1
0.171,0.1,-0.4759,0.1,0.3738,0.1,0.8674,0.1
0.1707,0.1,-0.4944,0.1,0.3737,0.1,0.8835,0.1
0.1705,0.1,-0.5082,0.1,0.3737,0.1,0.8956,0.1
0.1702,0.1,-0.5266,0.1,0.3736,0.1,0.9117,0.1
0.17,0.1,-0.545,0.1,0.3735,0.1,0.9277,0.1
0.1697,0.1,-0.5633,0.1,0.3734,0.1,0.9437,0.1
0.1695,0.1,-0.5771,0.1,0.3733,0.1,0.9557,0.1
0.1692,0.1,-0.5953,0.1,0.3732,0.1,0.9716,0.1
0.169,0.1,-0.6135,0.1,0.3731,0.1,0.9875,0.1
0.1687,0.1,-0.6317,0.1,0.373,0.1,1.0034,0.1
0.1684,0.1,-0.6498,0.1,0.3729,0.1,1.0193,0.1
0.1682,0.1,-0.6679,0.1,0.3728,0.1,1.0351,0.1
0.168,0.1,-0.6814,0.1,0.3727,0.1,1.0469,0.1
0.1677,0.1,-0.6995,0.1,0.3727,0.1,1.0627,0.1
0.1675,0.1,-0.7174,0.1,0.3726,0.1,1.0784,0.1
0.1672,0.1,-0.7354,0.1,0.3725,0.1,1.0941,0.1
0.1669,0.1,-0.7533,0.1,0.3724,0.1,1.1098,0.1
0.1667,0.1,-0.7667,0.1,0.3723,0.1,1.1215,0.1
0.1665,0.1,-0.7845,0.1,0.3722,0.1,1.1371,0.1
0.1662,0.1,-0.8023,0.1,0.3721,0.1,1.1527,0.1
0.166,0.1,-0.82,0.1,0.372,0.1,1.1682,0.1
0.1658,0.1,-0.8333,0.1,0.3719,0.1,1.1799,0.1
0.1655,0.1,-0.851,0.1,0.3718,0.1,1.1954,0.1
0.1652,0.1,-0.8686,0.1,0.3717,0.1,1.2109,0.1
0.165,0.1,-0.8862,0.1,0.3716,0.1,1.2263,0.1
0.1647,0.1,-0.9038,0.1,0.3716,0.1,1.2417,0.1
0.1645,0.1,-0.9169,0.1,0.3715,0.1,1.2532,0.1
0.1642,0.1,-0.9344,0.1,0.3714,0.1,1.2686,0.1
0.164,0.1,-0.9519,0.1,0.3713,0.1,1.2839,0.1
0.1638,0.1,-0.9693,0.1,0.3712,0.1,1.2992,0.1
0.1635,0.1,-0.9823,0.1,0.3711,0.1,1.3107,0.1
0.1633,0.1,-0.9997,0.1,0.371,0.1,1.3259,0.1
